Areaname,STCOU,SEX100200F,SEX100200D,SEX100200N1,SEX100200N2,SEX100210F,SEX100210D,SEX100210N1,SEX100210N2,SEX120200F,SEX120200D,SEX120200N1,SEX120200N2,SEX150200F,SEX150200D,SEX150200N1,SEX150200N2,SEX150201F,SEX150201D,SEX150201N1,SEX150201N2,SEX150202F,SEX150202D,SEX150202N1,SEX150202N2,SEX150203F,SEX150203D,SEX150203N1,SEX150203N2,SEX150204F,SEX150204D,SEX150204N1,SEX150204N2,SEX150205F,SEX150205D,SEX150205N1,SEX150205N2,SEX150206F,SEX150206D,SEX150206N1,SEX150206N2
"Cheshire, NH",33005,0,35944,0000,0000,0,37601,0000,0000,0,35944,0000,0000,0,36017,0000,0000,0,36239,0000,0000,0,36596,0000,0000,0,37153,0000,0000,0,37404,0000,0000,0,37557,0000,0000,0,37823,0000,0000
"Coos, NH",33007,0,16185,0000,0000,0,16802,0000,0000,0,16185,0000,0000,0,16206,0000,0000,0,16116,0000,0000,0,16081,0000,0000,0,16091,0000,0000,0,16053,0000,0000,0,16064,0000,0000,0,15981,0000,0000
"Grafton, NH",33009,0,40186,0000,0000,0,44071,0000,0000,0,40186,0000,0000,0,40215,0000,0000,0,40294,0000,0000,0,40576,0000,0000,0,40967,0000,0000,0,41328,0000,0000,0,41647,0000,0000,0,41987,0000,0000
"Hillsborough, NH",33011,0,187827,0000,0000,0,198162,0000,0000,0,187828,0000,0000,0,188616,0000,0000,0,191593,0000,0000,0,193084,0000,0000,0,194301,0000,0000,0,196010,0000,0000,0,197324,0000,0000,0,198558,0000,0000
"Merrimack, NH",33013,0,67074,0000,0000,0,72073,0000,0000,0,67073,0000,0000,0,67292,0000,0000,0,68184,0000,0000,0,69682,0000,0000,0,70735,0000,0000,0,71341,0000,0000,0,72151,0000,0000,0,73066,0000,0000
"Rockingham, NH",33015,0,136871,0000,0000,0,145886,0000,0000,0,136870,0000,0000,0,137556,0000,0000,0,139978,0000,0000,0,141884,0000,0000,0,142929,0000,0000,0,143676,0000,0000,0,144885,0000,0000,0,146263,0000,0000
"Strafford, NH",33017,0,54475,0000,0000,0,60012,0000,0000,0,54478,0000,0000,0,54698,0000,0000,0,55603,0000,0000,0,56354,0000,0000,0,56927,0000,0000,0,57411,0000,0000,0,57797,0000,0000,0,58630,0000,0000
"Sullivan, NH",33019,0,19928,0000,0000,0,21621,0000,0000,0,19928,0000,0000,0,19977,0000,0000,0,20162,0000,0000,0,20342,0000,0000,0,20628,0000,0000,0,20780,0000,0000,0,20906,0000,0000,0,21107,0000,0000
NEW JERSEY,34000,0,4082813,0000,0000,0,4279600,0000,0000,0,4082827,0000,0000,0,4091577,0000,0000,0,4125097,0000,0000,0,4156565,0000,0000,0,4180707,0000,0000,0,4199092,0000,0000,0,4210078,0000,0000,0,4214483,0000,0000
"Atlantic, NJ",34001,0,122074,0000,0000,0,133175,0000,0000,0,122074,0000,0000,0,122335,0000,0000,0,123290,0000,0000,0,125060,0000,0000,0,126995,0000,0000,0,129156,0000,0000,0,130441,0000,0000,0,131047,0000,0000
"Bergen, NJ",34003,0,425436,0000,0000,0,435962,0000,0000,0,425438,0000,0000,0,426078,0000,0000,0,428120,0000,0000,0,429323,0000,0000,0,430132,0000,0000,0,430968,0000,0000,0,430139,0000,0000,0,429301,0000,0000
"Burlington, NJ",34005,0,209402,0000,0000,0,220534,0000,0000,0,209404,0000,0000,0,209964,0000,0000,0,212579,0000,0000,0,215812,0000,0000,0,218756,0000,0000,0,220615,0000,0000,0,220963,0000,0000,0,221376,0000,0000
"Camden, NJ",34007,0,245577,0000,0000,0,247759,0000,0000,0,245091,0000,0000,0,244991,0000,0000,0,245178,0000,0000,0,246341,0000,0000,0,246975,0000,0000,0,248185,0000,0000,0,249581,0000,0000,0,250454,0000,0000
"Cape May, NJ",34009,0,49190,0000,0000,0,47287,0000,0000,0,49190,0000,0000,0,49191,0000,0000,0,49001,0000,0000,0,48795,0000,0000,0,48726,0000,0000,0,48021,0000,0000,0,47325,0000,0000,0,47046,0000,0000
"Cumberland, NJ",34011,0,74730,0000,0000,0,80808,0000,0000,0,74731,0000,0000,0,74704,0000,0000,0,75049,0000,0000,0,75656,0000,0000,0,76347,0000,0000,0,77019,0000,0000,0,78719,0000,0000,0,79507,0000,0000
"Essex, NJ",34013,0,377533,0000,0000,0,375964,0000,0000,0,377060,0000,0000,0,377136,0000,0000,0,378153,0000,0000,0,378757,0000,0000,0,378175,0000,0000,0,376312,0000,0000,0,373904,0000,0000,0,371073,0000,0000
"Gloucester, NJ",34015,0,123207,0000,0000,0,139969,0000,0000,0,123697,0000,0000,0,124015,0000,0000,0,125441,0000,0000,0,127799,0000,0000,0,130182,0000,0000,0,132643,0000,0000,0,134630,0000,0000,0,137256,0000,0000
"Hudson, NJ",34017,0,299064,0000,0000,0,313787,0000,0000,0,299064,0000,0000,0,299325,0000,0000,0,301320,0000,0000,0,299412,0000,0000,0,297499,0000,0000,0,296116,0000,0000,0,294775,0000,0000,0,292863,0000,0000
"Hunterdon, NJ",34019,0,60240,0000,0000,0,64103,0000,0000,0,60240,0000,0000,0,60529,0000,0000,0,61582,0000,0000,0,62462,0000,0000,0,63153,0000,0000,0,63678,0000,0000,0,64059,0000,0000,0,64486,0000,0000
"Mercer, NJ",34021,0,170750,0000,0000,0,179033,0000,0000,0,170750,0000,0000,0,171172,0000,0000,0,172649,0000,0000,0,173924,0000,0000,0,175469,0000,0000,0,177035,0000,0000,0,177561,0000,0000,0,178192,0000,0000
"Middlesex, NJ",34023,0,368260,0000,0000,0,397485,0000,0000,0,368262,0000,0000,0,369579,0000,0000,0,373625,0000,0000,0,376806,0000,0000,0,379431,0000,0000,0,381587,0000,0000,0,383825,0000,0000,0,382730,0000,0000
"Monmouth, NJ",34025,0,298839,0000,0000,0,306654,0000,0000,0,298840,0000,0000,0,299771,0000,0000,0,303490,0000,0000,0,306960,0000,0000,0,309919,0000,0000,0,312198,0000,0000,0,313558,0000,0000,0,313582,0000,0000
"Morris, NJ",34027,0,230039,0000,0000,0,241022,0000,0000,0,230039,0000,0000,0,230615,0000,0000,0,231834,0000,0000,0,233720,0000,0000,0,235527,0000,0000,0,237139,0000,0000,0,238028,0000,0000,0,239021,0000,0000
"Ocean, NJ",34029,0,242596,0000,0000,0,276302,0000,0000,0,242596,0000,0000,0,243998,0000,0000,0,248960,0000,0000,0,255575,0000,0000,0,260158,0000,0000,0,263398,0000,0000,0,265885,0000,0000,0,268564,0000,0000
"Passaic, NJ",34031,0,237008,0000,0000,0,243124,0000,0000,0,237483,0000,0000,0,237742,0000,0000,0,238838,0000,0000,0,239265,0000,0000,0,239160,0000,0000,0,238565,0000,0000,0,238146,0000,0000,0,237609,0000,0000
"Salem, NJ",34033,0,31047,0000,0000,0,32178,0000,0000,0,31047,0000,0000,0,31022,0000,0000,0,31022,0000,0000,0,31236,0000,0000,0,31186,0000,0000,0,31462,0000,0000,0,31791,0000,0000,0,31987,0000,0000
"Somerset, NJ",34035,0,145241,0000,0000,0,157624,0000,0000,0,145241,0000,0000,0,145962,0000,0000,0,147888,0000,0000,0,150078,0000,0000,0,151713,0000,0000,0,153419,0000,0000,0,154945,0000,0000,0,156500,0000,0000
"Sussex, NJ",34037,0,71338,0000,0000,0,74070,0000,0000,0,71336,0000,0000,0,71566,0000,0000,0,72375,0000,0000,0,73368,0000,0000,0,74305,0000,0000,0,74730,0000,0000,0,75013,0000,0000,0,75288,0000,0000
"Union, NJ",34039,0,251372,0000,0000,0,259932,0000,0000,0,251372,0000,0000,0,251746,0000,0000,0,253352,0000,0000,0,254016,0000,0000,0,253948,0000,0000,0,253659,0000,0000,0,253370,0000,0000,0,253034,0000,0000
"Warren, NJ",34041,0,49870,0000,0000,0,52828,0000,0000,0,49872,0000,0000,0,50136,0000,0000,0,51351,0000,0000,0,52200,0000,0000,0,52951,0000,0000,0,53187,0000,0000,0,53420,0000,0000,0,53567,0000,0000
NEW MEXICO,35000,0,894317,0000,0000,0,1017421,0000,0000,0,894316,0000,0000,0,895368,0000,0000,0,900374,0000,0000,0,911495,0000,0000,0,922198,0000,0000,0,934347,0000,0000,0,947182,0000,0000,0,960023,0000,0000
"Bernalillo, NM",35001,0,271904,0000,0000,0,324460,0000,0000,0,271559,0000,0000,0,272173,0000,0000,0,274839,0000,0000,0,280571,0000,0000,0,285313,0000,0000,0,291519,0000,0000,0,298256,0000,0000,0,304035,0000,0000
"Catron, NM",35003,0,1812,0000,0000,0,1947,0000,0000,0,1812,0000,0000,0,1823,0000,0000,0,1772,0000,0000,0,1758,0000,0000,0,1720,0000,0000,0,1699,0000,0000,0,1666,0000,0000,0,1717,0000,0000
"Chaves, NM",35005,0,30055,0000,0000,0,32482,0000,0000,0,30055,0000,0000,0,30027,0000,0000,0,29952,0000,0000,0,29841,0000,0000,0,30021,0000,0000,0,30068,0000,0000,0,30357,0000,0000,0,30433,0000,0000
"Cibola, NM",35006,0,12505,0000,0000,0,13769,0000,0000,0,12505,0000,0000,0,12525,0000,0000,0,13121,0000,0000,0,13115,0000,0000,0,13278,0000,0000,0,13371,0000,0000,0,13359,0000,0000,0,13278,0000,0000
"Colfax, NM",35007,0,7190,0000,0000,0,7003,0000,0000,0,7190,0000,0000,0,7199,0000,0000,0,7104,0000,0000,0,7113,0000,0000,0,6932,0000,0000,0,6904,0000,0000,0,6814,0000,0000,0,6750,0000,0000
"Curry, NM",35009,0,22245,0000,0000,0,24288,0000,0000,0,22245,0000,0000,0,22173,0000,0000,0,22095,0000,0000,0,22136,0000,0000,0,22228,0000,0000,0,22716,0000,0000,0,22749,0000,0000,0,22683,0000,0000
"De Baca, NM",35011,0,1097,0000,0000,0,992,0000,0000,0,1097,0000,0000,0,1085,0000,0000,0,1052,0000,0000,0,1032,0000,0000,0,1010,0000,0000,0,970,0000,0000,0,974,0000,0000,0,922,0000,0000
"Dona Ana, NM",35013,0,85782,0000,0000,0,102569,0000,0000,0,85782,0000,0000,0,85945,0000,0000,0,86846,0000,0000,0,87964,0000,0000,0,89951,0000,0000,0,91491,0000,0000,0,93719,0000,0000,0,95969,0000,0000
"Eddy, NM",35015,0,25291,0000,0000,0,26879,0000,0000,0,25291,0000,0000,0,25178,0000,0000,0,24815,0000,0000,0,24898,0000,0000,0,24884,0000,0000,0,24966,0000,0000,0,24677,0000,0000,0,24956,0000,0000
"Grant, NM",35017,0,15109,0000,0000,0,14487,0000,0000,0,15109,0000,0000,0,15064,0000,0000,0,14964,0000,0000,0,14711,0000,0000,0,14362,0000,0000,0,14135,0000,0000,0,14263,0000,0000,0,14348,0000,0000
"Guadalupe, NM",35019,0,2567,0000,0000,0,2648,0000,0000,0,2567,0000,0000,0,2567,0000,0000,0,2627,0000,0000,0,2583,0000,0000,0,2639,0000,0000,0,2532,0000,0000,0,2510,0000,0000,0,2487,0000,0000
"Harding, NM",35021,0,410,0000,0000,0,367,0000,0000,0,410,0000,0000,0,407,0000,0000,0,394,0000,0000,0,372,0000,0000,0,378,0000,0000,0,390,0000,0000,0,376,0000,0000,0,373,0000,0000
"Hidalgo, NM",35023,0,2960,0000,0000,0,2455,0000,0000,0,2960,0000,0000,0,2869,0000,0000,0,2716,0000,0000,0,2631,0000,0000,0,2560,0000,0000,0,2511,0000,0000,0,2471,0000,0000,0,2442,0000,0000
"Lea, NM",35025,0,27795,0000,0000,0,33045,0000,0000,0,27793,0000,0000,0,27625,0000,0000,0,27506,0000,0000,0,27855,0000,0000,0,27830,0000,0000,0,28050,0000,0000,0,28269,0000,0000,0,28662,0000,0000
"Lincoln, NM",35027,0,9503,0000,0000,0,10068,0000,0000,0,9503,0000,0000,0,9571,0000,0000,0,9531,0000,0000,0,9620,0000,0000,0,9871,0000,0000,0,10059,0000,0000,0,10211,0000,0000,0,10291,0000,0000
"Los Alamos, NM",35028,0,9236,0000,0000,0,9029,0000,0000,0,9237,0000,0000,0,9202,0000,0000,0,8891,0000,0000,0,9146,0000,0000,0,9353,0000,0000,0,9399,0000,0000,0,9438,0000,0000,0,9480,0000,0000
"Luna, NM",35029,0,12198,0000,0000,0,12474,0000,0000,0,12198,0000,0000,0,12191,0000,0000,0,12117,0000,0000,0,12227,0000,0000,0,12377,0000,0000,0,12484,0000,0000,0,12723,0000,0000,0,12912,0000,0000
"McKinley, NM",35031,0,36146,0000,0000,0,34620,0000,0000,0,36146,0000,0000,0,36029,0000,0000,0,36022,0000,0000,0,35317,0000,0000,0,34680,0000,0000,0,34644,0000,0000,0,34188,0000,0000,0,34093,0000,0000
"Mora, NM",35033,0,2616,0000,0000,0,2498,0000,0000,0,2616,0000,0000,0,2630,0000,0000,0,2619,0000,0000,0,2609,0000,0000,0,2613,0000,0000,0,2573,0000,0000,0,2545,0000,0000,0,2532,0000,0000
"Otero, NM",35035,0,30994,0000,0000,0,32194,0000,0000,0,30995,0000,0000,0,30967,0000,0000,0,30511,0000,0000,0,30542,0000,0000,0,30939,0000,0000,0,31647,0000,0000,0,31689,0000,0000,0,31484,0000,0000
"Quay, NM",35037,0,4920,0000,0000,0,4456,0000,0000,0,4921,0000,0000,0,4883,0000,0000,0,4761,0000,0000,0,4675,0000,0000,0,4644,0000,0000,0,4530,0000,0000,0,4440,0000,0000,0,4387,0000,0000
"Rio Arriba, NM",35039,0,20388,0000,0000,0,19890,0000,0000,0,20388,0000,0000,0,20426,0000,0000,0,20278,0000,0000,0,20216,0000,0000,0,20083,0000,0000,0,20072,0000,0000,0,20019,0000,0000,0,20102,0000,0000
"Roosevelt, NM",35041,0,8847,0000,0000,0,9989,0000,0000,0,8847,0000,0000,0,8855,0000,0000,0,8995,0000,0000,0,9108,0000,0000,0,9154,0000,0000,0,9195,0000,0000,0,9289,0000,0000,0,9316,0000,0000
"Sandoval, NM",35043,0,43848,0000,0000,0,64321,0000,0000,0,44193,0000,0000,0,44528,0000,0000,0,45448,0000,0000,0,46672,0000,0000,0,48046,0000,0000,0,49513,0000,0000,0,51753,0000,0000,0,54915,0000,0000
"San Juan, NM",35045,0,56405,0000,0000,0,64544,0000,0000,0,56405,0000,0000,0,56525,0000,0000,0,57101,0000,0000,0,58731,0000,0000,0,59582,0000,0000,0,60168,0000,0000,0,60742,0000,0000,0,60543,0000,0000
"San Miguel, NM",35047,0,14809,0000,0000,0,14661,0000,0000,0,14808,0000,0000,0,14787,0000,0000,0,14582,0000,0000,0,14467,0000,0000,0,14302,0000,0000,0,14252,0000,0000,0,14217,0000,0000,0,14041,0000,0000
"Santa Fe, NM",35049,0,63246,0000,0000,0,70257,0000,0000,0,63246,0000,0000,0,63531,0000,0000,0,64678,0000,0000,0,66221,0000,0000,0,67315,0000,0000,0,68264,0000,0000,0,69167,0000,0000,0,69972,0000,0000
"Sierra, NM",35051,0,6635,0000,0000,0,6027,0000,0000,0,6635,0000,0000,0,6624,0000,0000,0,6550,0000,0000,0,6442,0000,0000,0,6512,0000,0000,0,6384,0000,0000,0,6287,0000,0000,0,6256,0000,0000
